사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019060200100415,2019년 6월 2일 20시,일요일,서울특별시 용산구 이촌동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,자전거,남,47세,상해없음,자전거,여,27세,중상
2019060200100419,2019년 6월 2일 20시,일요일,서울특별시 도봉구 창동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,자전거,남,14세,상해없음,자전거,여,31세,경상
2019060300100126,2019년 6월 3일 08시,월요일,서울특별시 노원구 공릉동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,45세,상해없음,자전거,남,48세,경상
2019060300100127,2019년 6월 3일 08시,월요일,서울특별시 강남구 대치동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,50세,상해없음,자전거,남,39세,중상
2019060300100384,2019년 6월 3일 15시,월요일,서울특별시 강남구 일원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,자전거,남,14세,경상
2019060300100483,2019년 6월 3일 18시,월요일,서울특별시 서대문구 북가좌동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,여,47세,상해없음,자전거,남,12세,부상신고
2019060300100575,2019년 6월 3일 21시,월요일,서울특별시 은평구 역촌동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,47세,상해없음,자전거,남,28세,경상
2019060400100108,2019년 6월 4일 08시,화요일,서울특별시 강동구 길동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,52세,상해없음,자전거,남,40세,상해없음
2019060400100235,2019년 6월 4일 11시,화요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대차 - 추돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,46세,상해없음,자전거,남,76세,경상
2019060400100368,2019년 6월 4일 15시,화요일,서울특별시 영등포구 대림동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,원동기,남,60세,상해없음,자전거,남,50세,중상
2019060400100369,2019년 6월 4일 15시,화요일,서울특별시 성동구 성수동2가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,58세,상해없음,자전거,여,31세,경상
2019060400100371,2019년 6월 4일 15시,화요일,서울특별시 노원구 하계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,70세,기타불명,자전거,남,13세,경상
2019060400100407,2019년 6월 4일 16시,화요일,서울특별시 도봉구 방학동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,28세,경상,자전거,남,58세,상해없음
2019060400100509,2019년 6월 4일 18시,화요일,서울특별시 용산구 원효로2가,중상사고,0,1,0,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,화물,남,28세,상해없음,자전거,남,51세,중상
2019060400100517,2019년 6월 4일 18시,화요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,73세,상해없음,자전거,남,28세,경상
